"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"g192",34.7610501273892,-2.64584162089695,0.892003251561031,-2.96617934549751,0.00301524601251382,0.0143154388233006
"g1196",2032.52866126589,1.0911483228281,0.36801295999518,2.96497254564729,0.00302709942926017,0.0143385240864033
"g2052",104.206499752397,1.38253606530633,0.466602936001935,2.96298192452993,0.00304674459708742,0.0143983252733325
"g654",390.288567156496,1.00609502232068,0.339793226351673,2.96090370347586,0.00306737828289761,0.014462512317754
"g1158",15381.2841723189,1.64945965457161,0.557595714956219,2.95816415070751,0.00309477273469329,0.014558208437743
"g1316",116.38151550406,-1.72742908628377,0.586504117920304,-2.94529745572647,0.0032264431502785,0.0151428716275085
"g242",126.743131163168,-1.57107495966801,0.534171979252084,-2.94114072001256,0.00327005941938292,0.0152123513656895
"g697",476.477615178463,-1.74247931962699,0.592466495986363,-2.94105967414418,0.00327091514006293,0.0152123513656895
"g762",91.8057327060234,-2.01234670025752,0.684069543779931,-2.94172824759598,0.00326386212044725,0.0152123513656895
"g2097",5045.41203262228,1.54055854914613,0.523633005088696,2.94205776598284,0.00326039101330252,0.0152123513656895
"g2181",13.8657347449191,-4.33937587677319,1.47619638258051,-2.93956544534244,0.003286728511651,0.0152174540789067
"g2832",61.4846292044574,1.55115896378622,0.527685164678025,2.93955386206979,0.00328685136857907,0.0152174540789067
"g1975",1136.94732713237,-1.88309360757655,0.641085613990161,-2.93735121562945,0.00331028971396754,0.0152914509084401
"g594",20.7474288172078,3.04981979959641,1.04130612847685,2.92884072818958,0.0034022870941368,0.0156811029889316
"g151",330.562184056148,-1.27597204311218,0.435848754392423,-2.92755693403528,0.0034163650495164,0.0157106832209824
"g2610",12.7857479853252,3.01895281625239,1.03224111398607,2.9246585660539,0.00344834346324984,0.015822264973435
"g1784",111.149903910076,-1.21558783983485,0.416040186621932,-2.92180390001482,0.00348010579112884,0.0159323593250117
"g1134",78.0856518514043,1.46893273893324,0.503230836260691,2.91900383102175,0.0035115190818345,0.0160403689016538
"g721",9.24334174917347,-4.7369472273427,1.62327636623665,-2.91813971167749,0.00352126539599002,0.0160409466130994
"g2112",212.461935181998,1.25660457487119,0.430697018052145,2.91760686097681,0.00352728762677125,0.0160409466130994
"g1934",388.809954002046,-1.38049287225569,0.473948208199798,-2.91275048279901,0.00358260742610465,0.0162205912382796
"g2039",286.002085389105,1.08562967382473,0.372677094160263,2.9130571501072,0.003579090920298,0.0162205912382796
"g2465",43.0353823403178,1.57921104104229,0.543034404816941,2.9081233657279,0.00363604868344894,0.0164262904179599
"g2121",1805.26634789923,-0.983887924128098,0.338461391152752,-2.90694285920505,0.00364979861109691,0.0164521691238676
"g2804",3330.61668515569,0.882694654544967,0.304284989942079,2.90088135702319,0.00372114738741867,0.0167370028324467
"g802",6325.9581799802,2.44382926345306,0.843806910901499,2.89619488994484,0.00377717743346437,0.0169148273275882
"g1531",29.7617854968068,1.8175217731312,0.627415427958329,2.89683946575173,0.00376942586402476,0.0169148273275882
"g1613",1019.22813765897,0.944608355954775,0.326392565414911,2.8940866185294,0.00380263247139293,0.016954780867015
"g2435",308.805941625966,-1.74403892284656,0.602608066077675,-2.8941513083261,0.00380184910139152,0.016954780867015
"g1986",29.5897209399352,1.91369247130493,0.661605112295589,2.89249952235849,0.00382189763254607,0.0170037137621518
"g1768",3574.08835012323,1.14073488489459,0.395266786122436,2.88598719888707,0.00390188027266195,0.0173219836346962
"g2706",10423.3271868371,1.1577486230171,0.401369260911879,2.88449748340663,0.0039203889204166,0.0173665608548044
"g2557",1633.70323290113,0.925954149765682,0.321922880150959,2.87632289240042,0.00402337908592853,0.017784376088878
"g1352",72.4683611136092,2.29137188903515,0.79768705743105,2.87251982803195,0.00407212524369753,0.0179611373652121
"g880",133.890501164176,-1.52674180106575,0.532750204534579,-2.86577421851869,0.00415990818295916,0.0183089521099769
"g131",578.657697303356,-1.22595844512253,0.428392396920072,-2.86176518056007,0.00421288909003502,0.0185024315281838
"g2141",348.252298181358,1.38053352418762,0.482927711625202,2.85867530679011,0.00425413974954121,0.0186436765519423
"g1785",552.283142017279,-1.22661874459783,0.429274805435279,-2.85742076885704,0.00427099247559203,0.0186776238111711
"g1723",1318.01448491638,-1.37321633327388,0.48132175478933,-2.85301115025422,0.00433071019801273,0.0188984821619662
"g1944",26.5486731542469,-2.77572867475114,0.974444092251253,-2.84852532518144,0.00439223575015549,0.0191262749969616
"g1670",257.496521882353,-2.05299861102524,0.72191687175803,-2.84381580669492,0.00445768092153006,0.0193701346823266
"g2289",346.369380166114,-1.14688960675753,0.403428079708166,-2.84286013900463,0.00447106858640592,0.0193872339761491
"g3214",464.674954467633,-1.37158121711699,0.483382789714869,-2.83746390293712,0.00454734883452624,0.0196763975941209
"g662",2692.90072370865,-0.929034264406765,0.327699963901998,-2.83501485122105,0.00458235554180591,0.0197445613786637
"g2003",357.75409412841,1.23962190128623,0.437248110830604,2.83505376142489,0.00458179745713353,0.0197445613786637
"g791",1623.72821042653,-1.0181512483565,0.359351574249807,-2.83330120504417,0.0046069953237816,0.019756091748723
"g2858",5.40968284285581,5.9751621172059,2.1092625288207,2.83282049321127,0.00461392878968226,0.019756091748723
"g3373",417.233976180526,1.49472214963151,0.527633589929793,2.83287906259038,0.0046130835189117,0.019756091748723
"g1171",10.3115046427103,3.05057673113971,1.07765693963125,2.83074939617013,0.00464390909368453,0.0198430365648895
"g3125",235.413127515445,1.16824001626277,0.413101634560626,2.82797238869632,0.00468438466226366,0.0199743720214195
"g2550",1395.02489593521,-1.26073563771097,0.446844890825223,-2.82141670095561,0.00478120526578045,0.0203027991720822
"g2826",20.8859059952845,2.57029127108088,0.91089915918675,2.82170780943045,0.00477686776703749,0.0203027991720822
"g3102",27.3916491476832,2.2110066985686,0.784194636740869,2.81946164252996,0.00481042798760807,0.0203846855425292
"g213",6226.02719113914,-1.64836844982102,0.585557643924867,-2.81504044379364,0.00487710956559516,0.0206246427196612
"g2389",2555.97729419586,-1.04251496775014,0.370487122908103,-2.8139033809516,0.00489439366051304,0.0206551469088729
"g567",229.293825325231,-1.51786258901658,0.53974608621134,-2.81217896302125,0.00492071168449862,0.0207235722072005
"g2803",142.377327995312,1.14045982069528,0.406818993233077,2.80335933096881,0.0050573288493025,0.0212552898973759
"g3336",7441.95606045052,1.01689034873957,0.363162643940721,2.80009622604673,0.00510873752083164,0.021427445102711
"g3023",676.985903740745,0.908441952536914,0.325429381404737,2.79151792814639,0.00524614512675379,0.0219588646019837
"g527",1105.19693166386,0.800317901895308,0.286945448561329,2.78909425435356,0.00528556799384684,0.0220788186463948
"g2153",68.1614325340489,-1.26525841753414,0.454809413631193,-2.78195301067394,0.00540328627016595,0.0225246750815251
"g1357",792.420049211801,-1.23956304858483,0.445868217530062,-2.78011080370682,0.00543403534587921,0.0226069097249458
"g1398",1711.92710627439,0.841422137496126,0.303941297430327,2.76837055250449,0.00563373608167878,0.0233902686306137
"g219",593.514398660702,1.15026868199071,0.416314158954857,2.76298237100179,0.00572758598833144,0.0237318764890258
"g1602",2017.9553343518,-1.07655318496851,0.390947516914166,-2.75370257743539,0.00589252905056301,0.0243660828280337
"g2233",178.035289899877,1.19832393832872,0.435604083453656,2.75094744022576,0.00594231768700485,0.0245225222858087
"g2098",2606.78690900057,1.37588380774258,0.500583476846786,2.74856017303923,0.00598576468511387,0.0246522156007401
"g537",68.0942759445601,2.90497630613286,1.05811619438887,2.74542278205152,0.00604329874286116,0.024839290023263
"g1913",2556.06730978408,-1.74528619621561,0.636266014213792,-2.74301338941101,0.00608782031123597,0.0249722389166899
"g1404",250.018243096658,1.69475634595041,0.618011724975047,2.7422721567602,0.00610157636018597,0.0249787088118591
"g461",18.9673360980158,-2.53914808949232,0.927032140112696,-2.73900761324591,0.00616249463867442,0.0251778416412774
"g2423",89.2316930519334,-1.78655028844047,0.653030658984688,-2.73578317320989,0.00622320165446623,0.0253753212590661
"g265",1105.83759113334,-1.28555570070566,0.470085399656127,-2.73472799122469,0.0062431843350361,0.0254062918078552
"g3133",103.340685152447,1.14720855757372,0.420146811432857,2.73049449943772,0.00632393884252478,0.0256839575564719
"g1362",64.150509037374,-1.53166024928784,0.561184549204547,-2.72933431873508,0.00634623297929688,0.0257235649022488
"g1952",3958.17956804235,0.897649981957158,0.329610318716153,2.72336735528652,0.00646201591445571,0.0261412123087745
"g3136",131.187692881208,-1.44417015308287,0.531224814258157,-2.71856681826812,0.00655654115759915,0.02645969319674
"g3196",51.2119233346241,1.90072010950715,0.69929229745396,2.71806241313889,0.00656654502054639,0.02645969319674
"g1106",530.710453237127,-1.06610271499918,0.392666367680325,-2.71503444844839,0.00662688768255636,0.02665048360181
"g1074",2028.8713378222,0.925003024276349,0.340821260446598,2.71404143938751,0.00664678511246946,0.0266781923007336
"g236",496.022166834178,0.880748899016304,0.324600151894479,2.71333483325855,0.00666097643286408,0.0266829348902427
"g385",1447.85062964733,-0.877114622053805,0.323638950243223,-2.71016396943146,0.00672499532514148,0.0268868721478853
"g363",4.14772628263554,-5.43252705694832,2.00898835519925,-2.70411077440493,0.00684874533105646,0.0273283592879315
"g2578",107.618918119826,-1.73674873895817,0.643632902250302,-2.69835294759803,0.00696835168345855,0.0277516297141233
"g106",29.5851626613608,-3.13866898511346,1.16482020308016,-2.69455232388123,0.00704832591534788,0.0280157295588731
"g1669",6474.55086366316,-1.0853870503218,0.40304021951178,-2.69299935286005,0.00708124064625296,0.028092117147901
"g961",120.320729639638,5.35531711781501,1.98963940522464,2.69160185697588,0.0071109780352271,0.028101379480252
"g985",1450.88334394838,0.902364368952144,0.335189634389341,2.69210105675285,0.00710034268957419,0.028101379480252
"g73",152.424948087172,-1.21841874431506,0.453558880116247,-2.68635186682439,0.00722369714845428,0.0284919285605379
"g51",18.2760897662225,2.22198622419862,0.830640115989825,2.67502878975549,0.00747228331117449,0.0293850891846655
"g2914",1117.51626051156,1.09263625141474,0.408502377974107,2.67473657517851,0.0074787989051172,0.0293850891846655
"g891",394.133901381606,1.9418527920779,0.726440942706709,2.6731048292,0.00751527617201428,0.0294666462013812
"g2013",1658.12724199669,-1.51862332929326,0.568235533670098,-2.67252440107861,0.00752828991200572,0.0294666462013812
"g3126",2052.0502060865,-1.10584693899743,0.414039508020515,-2.67087299056166,0.00756542667683452,0.0295556002175002
"g2812",1601.70925546531,-1.00977570019527,0.378661335869962,-2.66669872136627,0.00766003057658636,0.0298682941303776
"g2883",3.85719218665769,5.48770298182711,2.06195773732172,2.66140419975586,0.00778154811276985,0.0302845449322409
"g1460",687.937598038644,1.67286459885142,0.628877512587359,2.66008016723136,0.00781220544656966,0.0303462753237015
"g351",18.7355248993925,-2.08715537702249,0.785344162949498,-2.6576314888288,0.00786918866078827,0.0305098411026025
"g1692",428.508076841981,-0.87752854213552,0.330430259843939,-2.6557148323824,0.00791405065338708,0.0306258828115036
"g42",46.5876348649055,1.61328203852886,0.608342137297698,2.65193209481622,0.00800326358590875,0.0309127940013161
"g201",548.246987810753,-1.35364926790012,0.511413213265322,-2.64687973010554,0.00812382398652043,0.0312607185672672
"g2254",629.511485461069,0.899007861169566,0.339617614290513,2.64711788594258,0.00811810476582771,0.0312607185672672
"g2381",1421.89626682041,0.983161365375758,0.371710718180903,2.6449637239066,0.00816996752161087,0.0313794070914305
"g1245",40.2774512232562,1.91011177794565,0.722876703547001,2.64237562031415,0.00823266970902699,0.0315611319125502
"g2388",780.981501714226,-0.86168652912035,0.326234092693006,-2.64131354883016,0.00825852496830944,0.0316011841604527
"g2041",1198.22543797186,0.808202109424679,0.306068359618829,2.64059346229449,0.00827609619048913,0.0316094474612536
"g2023",34.0664855764172,3.38180273091223,1.28185148348262,2.63821727749952,0.00833431631930157,0.031772644555553
"g1160",347.677653363495,-1.09457290764654,0.417051911736905,-2.62454835199759,0.00867639724405718,0.0330153817208929
"g701",229.410684861723,1.19904693149193,0.457002776500106,2.6237191394649,0.00869754738042013,0.0330345734763735
"g1473",22.1220761177671,-1.97685465681929,0.75671700974592,-2.61240943623436,0.00899065090391176,0.0340847042586378
"g549",1154.43603939542,0.814419289014756,0.31213966472401,2.60915026526621,0.00907673749344649,0.0343475804410678
"g2903",4413.64579130193,-1.46669080262634,0.562413927970724,-2.60784936091178,0.00911130411004266,0.0344148890049678
"g1336",499.881619733101,-1.48638327970817,0.570294956875534,-2.60634126566995,0.00915152308566628,0.0345032607512896
"g1628",2296.70261189816,-1.08046922866904,0.415054813698646,-2.60319647672734,0.00923590074383697,0.0347058471833193
"g2599",209.76428913172,1.87878314235047,0.721836700985155,2.60278140441782,0.009247089235515,0.0347058471833193
"g2605",121.368598530353,-2.26906482945404,0.871895518789606,-2.60245038603252,0.00925602067736503,0.0347058471833193
"g981",144.874215814616,1.20797620739283,0.465472018317351,2.59516396229268,0.00945458044384118,0.035385665128318
"g645",4238.56970505673,-1.07676487700747,0.415290580223145,-2.59279870116222,0.00951984728516405,0.03556503967554
"g2681",645.578526440322,0.981410860437285,0.378694202570359,2.59156557923525,0.00955403304815046,0.035627857785012
"g2594",613.181800837198,-0.763120945568353,0.294599306775223,-2.59036911499119,0.00958730714142111,0.0356870543503715
"g123",2880.66441344348,1.00236159237583,0.387320341142716,2.58793945450566,0.00965519497953571,0.0358746465634561
"g2138",33.1544884424534,2.80922966221343,1.0866744071283,2.58516225631672,0.00973331806994251,0.0360995214492805
"g2946",22.3192450602418,2.00771503563699,0.777623152024942,2.58186118868616,0.00982691017509177,0.0363808533738506
"g2655",896.298712375486,1.07186419764808,0.416021879317102,2.57646112124568,0.00998174301837793,0.0368874863616092
"g3119",606.161505120976,-0.968396257218028,0.376032322879926,-2.57530057469888,0.0100153009828478,0.0369449322226995
"g3167",182.667593959418,-1.17054919558813,0.455797922231906,-2.5681319253416,0.0102248234496991,0.0376501129180122
"g552",874.272484169548,-1.01868272987334,0.397296794596971,-2.56403460517903,0.0103463228481675,0.0380292260960422
"g2107",7074.27885112453,-1.82472812850058,0.712715409529364,-2.56024789713123,0.0104597522244904,0.0383773735463862
"g291",8.65003866655233,3.72459158086262,1.45561044810123,2.55878321409493,0.0105039221148962,0.0384706147458072
"g2009",32.3784279710919,-2.5005316220974,0.977839802890577,-2.55719967085162,0.0105518630287346,0.0385773102886534
"g186",3978.70302704328,-0.874194448879168,0.342248020297075,-2.5542717474899,0.0106410171717991,0.0388340324187901
"g1383",666.026677977266,1.08569049997207,0.425348956131217,2.55247011735264,0.0106962084534915,0.038966116408723
"g200",1491.48357391111,0.93470568480651,0.36694011699367,2.54729761483843,0.010856080344157,0.0394784056486985
"g2611",9918.44467486149,1.57173263239036,0.617564026436576,2.54505211623069,0.0109261429666288,0.0396628658841691
"g2012",3553.72179325188,-1.47097376139953,0.578241108669311,-2.54387614326599,0.010962995016628,0.0397263299984169
"g2246",22.6640705720956,2.2524444344809,0.887147677018468,2.53897349091972,0.0111178247001375,0.0402163288535837
"g689",830.727514439828,-1.00639986919552,0.397094497947154,-2.53440899936483,0.0112637178548236,0.0406723333102873
"g2351",1239.19973767782,0.740840077391887,0.292893231384283,2.52938613122092,0.011426224368857,0.0411866189464423
"g262",761.81712805144,1.62001310728558,0.640669154849392,2.52862666326805,0.011450975971112,0.0412034240644749
"g1069",348.185750776897,-1.43951103778819,0.570513111393107,-2.52318659999438,0.0116296671568783,0.0417731126773334
"g2539",99.6551226587268,1.10275285734639,0.437173268195244,2.52246177333489,0.0116536615542987,0.0417861186151515
"g565",720.30207266232,-0.79391851469399,0.315265285388116,-2.51825542325922,0.0117937759843643,0.0421577841090628
"g2256",542.556420383353,-1.35534644756229,0.538238152183391,-2.51811664049503,0.011798424221649,0.0421577841090628
"g622",473.24622642467,-1.57263371206444,0.625077932685086,-2.51590022592708,0.0118728788647667,0.0422765183188135
"g3176",5375.21246981195,0.830913770765214,0.330201174720476,2.51638647702754,0.0118565089501526,0.0422765183188135
"g3213",1672.61473819275,0.879141077614577,0.349629626786707,2.51449250938594,0.0119203834814399,0.0423721083543038
"g433",33.1346880396649,-2.59833865176725,1.03362350335032,-2.51381537217872,0.0119432940348468,0.0423800969990843
"g1687",3243.22215142836,0.753022160243905,0.299756819919429,2.51211018467006,0.0120011611166665,0.0425118850609376
"g2140",3346.63264135747,1.03697865940624,0.413286006800441,2.50910662917013,0.0121036941872971,0.0428011668588732
"g2910",2713.71459072905,-0.984834632085465,0.392662654184921,-2.50809345271136,0.0121384559313883,0.0428502119023707
"g359",1423.25929581726,-1.38380120362499,0.552601596549116,-2.50415708580385,0.0122743524354209,0.0432554928609077
"g1337",745.28687756393,-1.40197629495704,0.560011720782482,-2.50347670044855,0.0122979777447943,0.0432644122719949
"g2671",175.758441188019,1.28720446232124,0.514359590307888,2.50253808148252,0.0123306359277516,0.0433050244654427
"g759",143.123964047098,1.17914881144558,0.471337798837645,2.50170644992498,0.0123596357698745,0.0433326717333547
"g800",1994.93408634684,0.851684411776775,0.341220149475137,2.49599683103952,0.012560372362762,0.043961303269667
"g2196",3100.0797780769,0.854465304097841,0.342431987225972,2.49528471630186,0.0125856099986767,0.0439745930277443
"g435",10.0197078881073,-2.80037039080692,1.12255688500925,-2.49463561998806,0.0126086533372306,0.0439801836643876
"g2620",67.3926278573063,-1.4449883535917,0.580544926862515,-2.48902072299721,0.0128095499062906,0.0446050710658779
"g699",326.525401167409,-1.55132674660648,0.62416295042678,-2.48545150836931,0.0129387213458785,0.0449785042040624
"g544",687.027421573705,1.04001309249566,0.418854147516214,2.48299580811815,0.0130282620743881,0.0451367660719088
"g2348",9121.47885826768,-1.43111100377838,0.576314904542929,-2.48321012088588,0.0130204259453244,0.0451367660719088
"g661",2448.31225925518,-0.810311141940244,0.326601817540366,-2.48103684187274,0.0131000832344485,0.045302586636032
"g708",19567.5495336525,1.11598056013344,0.449903792436696,2.48048711501019,0.0131203005664569,0.045302586636032
"g2018",204.211416484947,2.24153935299573,0.904080074832004,2.47935931273815,0.0131618641950799,0.0453514028723512
"g2909",844.949938630595,-0.865573721952272,0.349175918439834,-2.47890440388837,0.0131786621706101,0.0453514028723512
"g2266",3525.54451679569,1.13181525703702,0.457559401221499,2.47359196208302,0.0133762373187613,0.045954208946029
"g2569",1092.49110707186,0.901250738336526,0.364673367042223,2.47139171595214,0.0134588304270682,0.0461606374680883
"g2800",1142.13054568689,1.06899010202457,0.433157909842391,2.46789929892665,0.0135908547414528,0.0465356311764938
"g94",2037.45001441727,0.88966295359832,0.360671475908541,2.46668509439854,0.0136370227914339,0.0466158895753849
"g3132",1841.1320511457,0.75297451623164,0.306257787966397,2.45862977471207,0.013946835981551,0.0475956083164077
"g755",223.136375206422,-1.58318401335607,0.644657551499237,-2.45585273867367,0.0140550739737443,0.0478853101663615
"g3120",170.307490058804,-1.5786994881723,0.643783772381936,-2.45222007123801,0.0141977799721353,0.0482912880975946
"g2707",5.04402726490198,5.89025041313463,2.40375323948852,2.45043888714134,0.0142682181099434,0.0484505220918773
"g2565",1469.24763468628,0.787475728800615,0.321594617909161,2.44865953889517,0.0143388912831816,0.0486100264823229
"g2708",14193.820104408,1.01672651173043,0.416328818007441,2.44212379195008,0.0146011389186265,0.0494173860100709
"g474",1640.11038998616,0.843392743751099,0.345531293194813,2.44085777572565,0.0146524240448516,0.0494278317697215
"g1683",2606.01854585449,-0.885645330433575,0.362824892074285,-2.44097180149439,0.0146477984702019,0.0494278317697215
"g566",405.879146306226,-1.30299825330942,0.534109142190229,-2.43957302053695,0.0147046305370107,0.0495224913487831
"g3022",985.51602544419,-1.2687284242885,0.521056979429743,-2.43491302175248,0.0148953696915277,0.050082628257907
"g92",1248.24708570077,-1.27358386051504,0.523445511921887,-2.43307819344737,0.0149710674249654,0.0501726458964117
"g1108",894.540050529003,0.842349620209824,0.346204141169035,2.43310093682139,0.014970127053135,0.0501726458964117
"g2788",6117.51743680953,-1.77670575220118,0.731986029227781,-2.42723997625411,0.0152141885508583,0.0508303746026083
"g3106",2227.10307814746,-1.0263616404795,0.422862563608198,-2.42717546741848,0.0152168942008783,0.0508303746026083
"g895",1040.64846220491,0.925254132323719,0.382059132508539,2.4217563554852,0.0154457024629581,0.0515107898398812
"g2113",17.3096627239238,2.42262448740323,1.00281629360477,2.41582082665883,0.0156997847170375,0.0522731468419546
"g2806",3.36548975199985,5.30559772240415,2.20084549249665,2.41070885734258,0.0159215523853374,0.0529256141690876
"g2183",5.34067260980893,-5.79833414824639,2.41223160658905,-2.40372198606807,0.0162291103250539,0.0538606881499766
"g647",1100.5658507867,-0.809207212598709,0.336815384980536,-2.40252449467375,0.0162823440658782,0.0539500608709471
"g150",37.4270459723967,-2.00321962483658,0.835703143686528,-2.39704689394825,0.0165278083287319,0.0544225249154156
"g2382",448.047525264977,-0.94671877765445,0.394708950103141,-2.39852371578365,0.0164613104835339,0.0544225249154156
"g2630",323.27121768049,0.912033339259217,0.380493551054487,2.3969744999137,0.0165310741210648,0.0544225249154156
"g2772",9.06608585857836,3.17912604062744,1.32582399704794,2.39784922260122,0.0164916521268233,0.0544225249154156
"g2540",1523.79739984574,-0.663749600607936,0.277001850203416,-2.39619193922536,0.0165664126797076,0.0544514621892313
"g1942",15822.0280740296,0.969163520880217,0.404902823091085,2.3935706683433,0.0166852667359266,0.0547543713206168
"g520",88.5176251229412,-1.21954894354043,0.510191551425816,-2.3903746350409,0.0168311942180487,0.0551450149220732
"g2742",859.293919489896,0.727043021243109,0.30425641391026,2.38957335984887,0.0168679547720383,0.0551773129783899
"g226",4117.35048289924,0.937143691668022,0.392449672890709,2.38793342536178,0.0169434107462008,0.0553358844593279
"g2005",571.534689929408,-0.785321676584732,0.329185303723291,-2.38565229887925,0.0170488615209076,0.0555035158402879
"g2375",3292.87764768291,0.863605207339086,0.361943575391568,2.38602165103994,0.0170317483192498,0.0555035158402879
"g50",105.835344873671,-2.10446618544284,0.883032262234902,-2.38322683716738,0.0171616158024004,0.0556058041243651
"g811",169.381209000303,1.00618822437332,0.422105494677965,2.38373638121193,0.0171378741093534,0.0556058041243651
"g960",3138.62321788189,0.870866535401014,0.365414562641803,2.38322887053267,0.0171615210024749,0.0556058041243651
"g46",594.104622415141,-0.947294501066995,0.398992584307266,-2.3742158083256,0.017586268382027,0.0567788338954296
"g86",443.271636917974,-1.08949152179568,0.458967661376208,-2.37378711722053,0.0176066983703039,0.0567788338954296
"g3160",144256.445082749,0.980256638824388,0.412831961304962,2.37446886555439,0.017574218274815,0.0567788338954296
"g3322",542.949344512173,0.995485846271249,0.419758846749528,2.37156608843377,0.0177128786342619,0.0570315762619642
"g1327",1076.30720553184,1.08210420267183,0.457859531295511,2.3633977862381,0.0181082211209692,0.0582131058293227
"g1315",53.0704822594877,2.03906840951142,0.863845531266172,2.36045489119181,0.0182525379912792,0.0585852197497866
"g2760",54.9781550919119,1.67883293294313,0.712027916308603,2.35781897660246,0.0183826547154873,0.0588742376421983
"g3154",5.70311588707682,-4.0839574810969,1.7323483549879,-2.35746896364006,0.0183999933342999,0.0588742376421983
"g2331",155.140528737843,1.0560718704551,0.448331878436845,2.35555828449496,0.0184948953685327,0.0590367887588636
"g2676",101.792032313451,1.07690832032966,0.45723003223677,2.35528780789272,0.0185083642964161,0.0590367887588636
"g1718",2018.42938532419,0.669081126821212,0.284904296279791,2.34844168921952,0.0188521507713485,0.0600400019130991
"g863",5295.17487607367,-0.883660951547339,0.376521265549639,-2.3469084814038,0.01892990378937,0.0601941591813921
"g692",8553.03495488954,0.932473372665515,0.397940240676935,2.34324975800207,0.0191165813187201,0.0606936660753791
"g1964",2235.34193355968,0.764958454690743,0.326656964108119,2.34177911001938,0.0191920698319604,0.0607608357787704
"g3164",402.846291848669,-1.08100971238012,0.461637843978712,-2.34168347868372,0.0191969876083097,0.0607608357787704
"g2367",582.068781830402,-0.835501077054666,0.357896350071844,-2.33447778075118,0.0195707181894367,0.0618482943089902
"g963",981.629042564773,0.750690396837566,0.321734653531066,2.33325937569569,0.0196345362099125,0.06195451348697
"g829",58.7583727937787,-2.06815014569983,0.886984966179883,-2.33166313360085,0.0197184197006951,0.0620633964579528
"g2136",4.94425057104202,5.85420877047729,2.51097168885932,2.33145152390656,0.0197295633791249,0.0620633964579528
"g71",907.262266907408,-1.03885994281361,0.445698635821872,-2.33085735364198,0.0197608826666582,0.0620667233527044
"g1550",690.839754401448,1.02972386453312,0.441948155389005,2.32996529565047,0.0198079854204679,0.0621195383751984
"g456",393.566711488511,1.09970015444299,0.472264510011787,2.32856827292726,0.01988194847873,0.0622562997402677
"g288",1407.52737834163,0.731856616815955,0.314893407182537,2.32414080486516,0.0201179486867952,0.0628537200771076
"g2837",102.176579679913,1.08681473214838,0.4676803774448,2.32384077793955,0.0201340292982251,0.0628537200771076
"g950",117.172953900847,-1.53659735127085,0.661678263613186,-2.32227267506121,0.0202182579066021,0.0630207400705788
"g2226",1546.69890582448,0.748451367085959,0.32247767156777,2.32094012415576,0.0202900756230692,0.0631486268633003
"g2384",14.0078333085346,3.05254373128962,1.31579802303158,2.31991816210257,0.0203453048769292,0.0632245762160329
"g333",18.1728080543485,1.7944702854317,0.774147790792459,2.31799445373962,0.0204496224866067,0.0634526107716041
"g126",57.6112595557834,1.27024981006958,0.549566058459852,2.31136874360369,0.0208124958826528,0.0644810106575843
"g2292",1196.12730159666,-0.858039094422719,0.371362932641225,-2.31051356773853,0.0208597382642624,0.0645298992156895
"g1580",5768.24766687105,1.04599731463228,0.452988452660233,2.30910370560116,0.020937827189235,0.0646739210318086
"g127",3392.85819107446,-0.864585771656206,0.374813722746355,-2.30670789031193,0.0210711100924376,0.064987739548255
"g4",13.3131638227528,3.81532576910541,1.65696777473169,2.3025950337044,0.021301638848506,0.0655297751381086
"g193",241.681239177635,1.68962923517033,0.733845069361318,2.30243317794701,0.0213107557372591,0.0655297751381086
"g2508",1848.2666117808,0.839813069077509,0.364905122746738,2.30145595862292,0.021365872039279,0.0656009035217983
"g2174",1183.45745437017,-1.01820238849552,0.442528433780515,-2.30087449928816,0.021398725892657,0.0656035677217331
"g403",934.5324371997,-0.937017937535474,0.407758393411688,-2.29797338981917,0.0215633036966179,0.0660094565399451
"g510",2822.77605218598,-1.01519592562819,0.443293991330188,-2.29011884998011,0.0220144279336444,0.0672900025214675
"g1239",36.3092499709166,1.31992532652232,0.577088898399575,2.28721316626057,0.0221833838939475,0.0676049336797718
"g2344",637.016033662239,-1.50512487178409,0.657971091473552,-2.28752431723604,0.0221652377328218,0.0676049336797718
"g2612",1260.95200682716,0.859463144642402,0.375876845403061,2.28655517133752,0.0222218003664289,0.0676215319755871
"g2781",30.5171316941,2.45529651443029,1.07521313503636,2.28354401041359,0.022398343529811,0.0680577815994702
"g1424",3.87383746061532,4.4742191730631,1.96522399804527,2.2766967925862,0.022804338194979,0.0691889018312158
"g1742",531.411145198178,-1.07613433457366,0.473095080004974,-2.27466820107777,0.0229258414367511,0.0694548017529933
"g2073",9511.17395651959,0.898741724549016,0.395242044973753,2.27390212144232,0.0229718721281851,0.0694916072786249
"g146",1746.23775483172,0.882406130981121,0.388392590477683,2.27194378218146,0.023089906045474,0.069745798673442
"g1935",90.7251038966885,-1.13533659797265,0.500223355665996,-2.26965931341024,0.0232282618288023,0.0700605367806963
"g1699",7016.16875055258,-1.22545399771118,0.540363553077146,-2.26783244490256,0.0233394210806056,0.0702924414630281
"g653",734.785407188441,-1.06031967240652,0.468115669883888,-2.26508049318136,0.0235077404436652,0.0706955654691457
"g714",1240.12764837974,-0.93895332441597,0.41521766275511,-2.26135207781311,0.0237374637676467,0.0712819007136798
"g21",129.683960495369,1.00081041936193,0.442950719914907,2.25941707365142,0.0238574533385122,0.0714114330448586
"g208",222.312703351194,1.4294597674785,0.632791825284953,2.25897318890742,0.0238850526907718,0.0714114330448586
