# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "2" "-p" "-F" "GTF" "-t" "exon" "-g" "gene_id" "-a" "analyses/03_annotation/braker3_chr3/braker_output/braker.gtf" "-o" "analyses/06_counts/featurecounts_braker_chr3.txt" "analyses/05_expression/mapping/control/Control_1.sorted.bam" "analyses/05_expression/mapping/control/Control_2.sorted.bam" "analyses/05_expression/mapping/control/Control_3.sorted.bam" "analyses/05_expression/mapping/heat_treated/Heat_1.sorted.bam" "analyses/05_expression/mapping/heat_treated/Heat_2.sorted.bam" "analyses/05_expression/mapping/heat_treated/Heat_3.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	analyses/05_expression/mapping/control/Control_1.sorted.bam	analyses/05_expression/mapping/control/Control_2.sorted.bam	analyses/05_expression/mapping/control/Control_3.sorted.bam	analyses/05_expression/mapping/heat_treated/Heat_1.sorted.bam	analyses/05_expression/mapping/heat_treated/Heat_2.sorted.bam	analyses/05_expression/mapping/heat_treated/Heat_3.sorted.bam
g319	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	1605850;1606543;1606896;1607166;1607427;1608337;1608776;1610986;1611421;1611992	1605985;1606849;1606935;1607232;1607653;1608608;1610555;1611297;1611642;1612261	+;+;+;+;+;+;+;+;+;+	3633	109	226	217	158	101	268
g320	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	1615630;1615630;1616087;1616087;1616539;1616577;1616577;1617384;1617384;1617384;1617872;1617872;1617872;1618324;1618324;1618324;1619904;1620088;1620299;1620529;1620529;1620774;1620774;1621225;1621225;1622006;1622006	1615632;1615632;1616430;1616430;1616743;1616743;1616743;1617640;1617640;1617640;1618018;1618018;1618018;1618524;1618524;1618465;1619942;1620127;1620379;1620605;1620605;1620934;1620934;1621395;1621395;1622039;1622039	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1760	1123	1003	1440	1887	1217	1834
g321	contig_103_pilon	1623692	1624342	-	651	2	8	4	6	0	0
g322	contig_103_pilon;contig_103_pilon	1627651;1627811	1627662;1628263	+;+	465	49	74	69	26	11	48
g323	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	1628602;1629269;1629978;1630211;1630593;1631211;1631501;1631970;1632320;1632633;1633152;1633695;1634072;1634409;1634759;1634974;1635471;1635936;1636415;1636774;1637205;1637610;1637894;1638275;1638761;1639164	1628868;1629392;1630064;1630375;1630699;1631342;1631694;1632131;1632411;1632784;1633355;1633841;1634251;1634501;1634817;1635214;1635662;1636145;1636529;1637009;1637303;1637750;1638052;1638706;1638821;1639258	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4146	2356	3119	3297	1822	986	2845
g324	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	1640048;1642934;1643149;1647848;1652382	1640646;1643042;1643360;1647960;1652455	-;-;-;-;-	1107	72	136	182	129	71	95
g325	contig_103_pilon;contig_103_pilon	1665024;1665412	1665059;1665684	+;+	309	0	0	0	4	0	0
g326	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	1671753;1672100;1672624;1673019;1673234;1673571;1673868;1674122;1674329;1674587;1674900;1675267;1675573;1675948;1676263;1676478;1676935;1677229;1677531;1679055;1679831	1671949;1672425;1672888;1673127;1673445;1673691;1673955;1674191;1674449;1674754;1675085;1675353;1675715;1676116;1676358;1676786;1677072;1677297;1677844;1679652;1679845	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3801	1861	2269	2778	3464	3052	2013
g327	contig_103_pilon;contig_103_pilon	1678266;1678975	1678282;1679734	+;+	777	1	0	3	5	5	6
g328	contig_103_pilon;contig_103_pilon;contig_103_pilon	1713669;1714732;1715810	1713950;1714821;1716043	+;+;+	606	0	0	0	0	1	1
g329	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	1721921;1722113;1722268;1722746	1721964;1722180;1722352;1722830	+;+;+;+	282	2	0	0	0	1	0
g330	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	1723086;1723411;1724071;1724414;1725185	1723202;1723660;1724278;1724645;1725406	+;+;+;+;+	1029	55	40	40	2	16	13
g331	contig_103_pilon;contig_103_pilon	1727536;1727746	1727633;1727851	-;-	204	0	0	0	0	0	0
g332	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	1728507;1728885;1729054;1729342;1729685	1728599;1728965;1729164;1729454;1729907	-;-;-;-;-	621	22	20	43	8	0	12
g333	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	1736382;1736810;1737218;1737630;1737831;1738085;1738282	1736417;1736875;1737421;1737690;1737932;1738152;1738299	+;+;+;+;+;+;+	555	11	7	8	20	18	47
g334	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	1738574;1738803;1739115;1739514;1740080;1740876;1741142;1741496;1742229	1738671;1738917;1739224;1739803;1740176;1740960;1741287;1741696;1742370	-;-;-;-;-;-;-;-;-	1284	229	367	232	185	138	256
g335	contig_103_pilon	1742749	1743057	+	309	8	2	10	0	1	8
g336	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	1748829;1749055;1749424;1749662;1750193	1748868;1749278;1749608;1749696;1750215	+;+;+;+;+	507	2	9	0	15	14	16
g337	contig_103_pilon;contig_103_pilon;contig_103_pilon	1751936;1752766;1753534	1751957;1752951;1753550	-;-;-	225	0	35	3	4	0	3
g338	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	1755612;1755989;1756388;1756430;1756759;1756759;1757270;1757270;1757588;1757588	1755657;1756002;1756480;1756480;1756927;1756927;1757487;1757487;1759453;1759453	+;+;+;+;+;+;+;+;+;+	2406	615	11754	2540	481	750	853
g339	contig_103_pilon;contig_103_pilon;contig_103_pilon	1760285;1760468;1760811	1760302;1760589;1760892	-;-;-	222	153	247	139	41	6	51
g340	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	1764006;1765069;1765248;1765248;1765789;1765789;1766027;1766027;1766736;1766736;1767968;1767968;1768381;1768381;1768817;1768817	1765163;1765146;1765697;1765697;1765917;1765917;1766638;1766638;1767692;1767692;1768214;1768214;1768691;1768691;1768906;1768906	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3954	141	177	147	35	92	67
g341	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	1772068;1772428;1772641;1772881;1773271;1773730;1775845;1776035;1776558	1772184;1772501;1772687;1772981;1773369;1774975;1775855;1776497;1776760	-;-;-;-;-;-;-;-;-	2361	11133	4633	6659	5322	3403	3794
g342	contig_103_pilon;contig_103_pilon	1775848;1776549	1776475;1776736	+;+	816	3	0	2	1	0	0
g343	contig_103_pilon	1780653	1780859	-	207	7	6	1	1	3	3
g344	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	1781803;1781803;1782776;1782776;1783039;1783039;1783456;1783456;1783802;1783802;1784145;1784145;1784478;1784478;1785344;1785390;1785697;1785739;1785882;1786659;1786659;1786847;1786847;1787429;1787429;1787684;1787684;1787920;1787920;1788236;1788236	1782533;1782533;1782893;1782893;1783195;1783195;1783604;1783604;1783953;1783953;1784259;1784259;1784601;1784601;1785423;1785423;1785823;1786128;1786128;1786683;1786683;1786976;1786976;1787559;1787559;1787772;1787772;1787999;1787999;1788369;1788369	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2647	1761	2942	3054	965	752	1018
g345	contig_103_pilon;contig_103_pilon;contig_103_pilon	1790516;1790824;1791495	1790757;1791097;1791557	-;-;-	579	4	6	6	9	0	18
g346	contig_103_pilon;contig_103_pilon;contig_103_pilon	1791699;1792187;1793236	1791724;1792622;1793688	+;+;+	915	75	46	39	8	5	44
g347	contig_103_pilon;contig_103_pilon	1794017;1794254	1794208;1794280	-;-	219	0	0	0	0	0	0
g348	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	1794774;1795892;1796134;1796844	1795799;1795976;1796187;1797034	+;+;+;+	1356	0	0	0	6	0	4
g349	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	1797785;1798079;1798263;1798459;1798861;1799660	1797955;1798181;1798348;1798686;1799488;1800057	-;-;-;-;-;-	1614	0	0	0	0	0	0
g350	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	1800109;1800605;1800790;1801068;1801268;1802096;1803729;1804217;1804507;1804792;1804792;1805446;1805446;1806200;1806200	1800432;1800721;1800950;1801191;1801985;1803674;1804452;1804526;1804687;1804875;1804875;1805757;1805757;1806228;1806228	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4407	0	0	0	1	0	1
g351	contig_103_pilon;contig_103_pilon;contig_103_pilon	1810468;1810893;1811235	1810665;1811174;1811279	-;-;-	525	40	32	24	8	7	5
g352	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	1811321;1812040;1812616;1813038;1813427;1813833;1814021;1814220;1814553;1814876;1815108;1815322;1815713;1817616;1818492;1819478;1820128;1820681;1821169;1821488;1821774;1822159	1811631;1812158;1812939;1813252;1813515;1813897;1814076;1814340;1814627;1814929;1815202;1815496;1815894;1817803;1819022;1819526;1820346;1820769;1821226;1821589;1821879;1822658	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3723	1770	990	927	897	763	1177
g353	contig_103_pilon	1825418	1825771	-	354	0	1	0	0	0	0
g354	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	1825898;1826527;1826887;1828254;1829272;1829780;1830443;1830714;1831093;1831676;1832146;1832554;1833093;1833305;1833561;1834013;1834369;1834669;1835191	1825936;1826728;1827245;1828349;1829547;1830184;1830669;1830888;1831344;1831896;1832233;1832689;1833145;1833361;1833704;1834075;1834510;1834998;1835387	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3462	1113	979	1864	1333	457	1462
g355	contig_103_pilon	1839709	1840305	+	597	0	0	0	0	0	0
g356	contig_103_pilon;contig_103_pilon	1843747;1844207	1844037;1844602	+;+	687	10598	1378	3210	7779	9140	5448
g357	contig_103_pilon	1854862	1855074	+	213	14	13	34	17	6	21
g358	contig_103_pilon	1855124	1855414	-	291	0	0	0	0	0	0
g359	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	1856210;1856343;1856562;1858004	1856263;1856500;1857111;1858546	+;+;+;+	1305	703	2259	3925	714	661	886
g360	contig_103_pilon;contig_103_pilon	1863759;1864183	1863814;1864408	-;-	282	0	0	0	0	6	0
g361	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	1864452;1864452;1864799;1864799;1865213;1865213;1866236;1866236;1866839;1866839;1867116;1867116;1867404;1867404;1867654;1867657;1867874;1867874;1868213;1868213;1868398;1868398;1868585;1868585;1868885;1868885;1869143;1869143;1869360;1869360;1869815;1869815;1869973;1869973;1870315;1870315;1870570;1870570;1870815;1870815;1871045;1871045	1864575;1864575;1864967;1864967;1865504;1865504;1866589;1866589;1866898;1866898;1867214;1867214;1867451;1867451;1867743;1867743;1867972;1867972;1868266;1868266;1868448;1868448;1868656;1868656;1868989;1868989;1869208;1869208;1869503;1869503;1869850;1869850;1870029;1870029;1870422;1870422;1870685;1870685;1870890;1870890;1871989;1871989	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3165	315	1203	1149	251	139	232
g362	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	1872173;1873485;1873576;1874713;1874713	1872237;1873949;1873949;1874797;1874797	+;+;+;+;+	615	10730	8316	11041	17497	16222	11956
g363	contig_103_pilon	1876894	1877244	-	351	6	14	7	0	0	0
g364	contig_103_pilon;contig_103_pilon	1879352;1880241	1879877;1880524	-;-	810	770	1041	1072	1133	996	1588
g365	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	1880663;1881433;1881607;1882772	1880672;1881491;1881802;1883073	-;-;-;-	567	137	219	301	228	238	241
g366	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	1884248;1885303;1885858;1886231	1884636;1885648;1886106;1886473	-;-;-;-	1227	81	611	731	249	376	324
g367	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	1891304;1891503;1891919;1892112	1891342;1891873;1892060;1892228	+;+;+;+	669	0	0	0	0	0	0
g368	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	1898163;1898776;1899323;1899624;1900050	1898551;1899121;1899576;1899855;1900088	-;-;-;-;-	1260	160	376	210	39	65	68
g369	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	1900355;1902314;1902920;1903636;1903829	1900646;1902497;1903011;1903749;1904025	+;+;+;+;+	879	92	81	82	81	32	148
g370	contig_103_pilon;contig_103_pilon	1905627;1905902	1905835;1906001	-;-	309	167	129	116	103	24	174
g371	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	1906344;1907038;1907581;1908483;1909018;1909299;1909618;1909943;1910297;1910544;1910862;1911117;1911535;1911793;1912144;1912434	1906841;1907293;1908037;1908741;1909149;1909373;1909743;1910052;1910375;1910681;1910973;1911280;1911640;1911869;1912287;1912571	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2871	1658	1434	1652	1650	649	2445
g372	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	1926338;1926433;1926694;1927069	1926369;1926596;1926911;1927173	+;+;+;+	519	37	71	56	1	8	3
g373	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	1927437;1927591;1927788;1928055;1928387;1928574;1929790;1930162;1930741;1931097;1931402;1931793;1931976;1932244;1932726;1933059;1933709;1934182;1934491;1935091;1935318;1935566	1927516;1927616;1927947;1928130;1928526;1928933;1929958;1930322;1930897;1931206;1931474;1931839;1932111;1932368;1932831;1933130;1934083;1934370;1934784;1935177;1935434;1935604	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3099	1751	1794	1867	71	168	476
g374	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	1936273;1936273;1936273;1936597;1936910;1936910;1936910;1937440;1937440;1937440;1937793;1937793;1937817;1938220;1938220;1938220;1938610;1938610;1938610;1938977;1938977;1938977;1938984;1939434;1939434;1939434;1939434;1939880;1939880;1939880;1939880;1940348;1940348;1940348;1940348;1940780;1940780;1940780;1940780	1936410;1936410;1936410;1936608;1937125;1937125;1937125;1937613;1937613;1937613;1938083;1938083;1938083;1938444;1938444;1938444;1938815;1938815;1938815;1939189;1939189;1939189;1939189;1939523;1939523;1939523;1939523;1940093;1940093;1940093;1940093;1940464;1940464;1940464;1940464;1940917;1940917;1940917;1940917	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2034	380	459	424	50	27	115
g375	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	1945619;1946609;1946761;1947007	1945770;1946672;1946836;1947059	-;-;-;-	345	0	3	0	0	0	0
g376	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	1947207;1947531;1948045;1949000;1949795;1950266	1947250;1947681;1948527;1949434;1949908;1951168	+;+;+;+;+;+	2130	128	1276	722	8	0	14
g377	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	1953458;1954113;1954785;1954995	1953742;1954208;1954816;1955004	+;+;+;+	423	9	39	16	5	14	14
g378	contig_103_pilon	1957865	1958161	-	297	0	0	0	0	0	0
g379	contig_103_pilon;contig_103_pilon	1958076;1958404	1958236;1958530	-;-	288	0	0	0	0	0	0
g380	contig_103_pilon	1958263	1958466	+	204	0	0	0	0	0	0
g381	contig_103_pilon;contig_103_pilon;contig_103_pilon	1962534;1962884;1966788	1962708;1962975;1966853	-;-;-	333	385	646	560	738	557	841
g382	contig_103_pilon;contig_103_pilon;contig_103_pilon	1970821;1971091;1972005	1971031;1971311;1972061	+;+;+	489	0	0	0	9	0	0
g383	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	1972300;1972553;1972608;1972674;1973266;1973266;1973840;1973840;1974161;1974161;1975119;1975119;1976487;1976487;1976797;1976967	1972310;1972577;1973058;1973058;1973453;1973453;1974022;1974022;1974996;1974996;1975685;1975685;1976562;1976576;1976921;1977010	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2520	3306	1622	1928	4068	3051	2496
g384	contig_103_pilon	1977055	1977660	+	606	21	7	11	39	30	20
g385	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	1979773;1979773;1980620;1980620;1980909;1980909;1981280;1981280;1981987;1982000;1982642;1982891;1983208;1983208;1983821;1983821;1983973;1983973;1984380;1984380;1986024;1986024;1986281;1986281	1980567;1980567;1980687;1980687;1981110;1981110;1981288;1981288;1982032;1982032;1982721;1982987;1983310;1983310;1983834;1983834;1984100;1984100;1984402;1984402;1986134;1986134;1986349;1986349	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1745	2202	1987	1814	918	778	1282
g386	contig_103_pilon;contig_103_pilon	1998976;1999596	1999395;1999667	+;+	492	745	1077	1224	1580	1010	1433
g387	contig_103_pilon;contig_103_pilon	2014504;2014818	2014720;2014948	-;-	348	0	0	0	0	0	0
g388	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	2015613;2015994;2016715;2017177	2015879;2016244;2017045;2017413	+;+;+;+	1086	0	0	0	0	0	0
g389	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	2018804;2021091;2021670;2022241;2022773;2023472;2023719;2024187;2024951;2025221;2026148	2020765;2021393;2021994;2022489;2023113;2023552;2023838;2024288;2025086;2025403;2026473	-;-;-;-;-;-;-;-;-;-;-	4128	8	54	40	25	1	64
g390	contig_103_pilon;contig_103_pilon;contig_103_pilon	2026758;2027219;2027728	2026850;2027264;2027885	-;-;-	297	0	3	13	0	3	1
g391	contig_103_pilon;contig_103_pilon;contig_103_pilon	2028056;2028548;2028801	2028274;2028654;2028819	+;+;+	345	0	6	0	0	0	1
g392	contig_103_pilon;contig_103_pilon;contig_103_pilon	2033721;2034003;2034190	2033927;2034140;2034390	-;-;-	546	0	0	0	0	0	0
g393	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	2035148;2035604;2036145;2036376	2035342;2035665;2036278;2036716	+;+;+;+	732	0	0	0	0	0	0
g394	contig_103_pilon	2036736	2037035	-	300	0	0	0	0	0	0
g395	contig_103_pilon;contig_103_pilon	2037159;2037609	2037564;2037676	-;-	474	0	0	0	0	0	0
g396	contig_103_pilon;contig_103_pilon	2041175;2041937	2041740;2042096	-;-	726	0	0	0	0	0	0
g397	contig_103_pilon;contig_103_pilon	2042200;2042496	2042420;2042892	+;+	618	0	0	0	0	0	0
g398	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	2042984;2043607;2044010;2044305;2044551;2045029;2045825;2047552;2048238;2048535;2048726;2048895;2049893;2051994	2043185;2043698;2044167;2044399;2044729;2045155;2045944;2047848;2048386;2048635;2048768;2049791;2050437;2052159	+;+;+;+;+;+;+;+;+;+;+;+;+;+	3171	0	0	0	0	0	0
g399	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	2059060;2059759;2060126;2060362;2060876;2061237;2061657	2059086;2059890;2060218;2060558;2060981;2061383;2061824	+;+;+;+;+;+;+	870	13	19	36	0	23	3
g400	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	2062527;2062736;2063109;2063467	2062609;2062869;2063147;2063522	-;-;-;-	312	55	25	32	4	46	20
g401	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	2064967;2065482;2065718;2066049;2066335;2066799	2065074;2065574;2065914;2066154;2066481;2066987	+;+;+;+;+;+	840	0	1	2	0	0	0
g402	contig_103_pilon;contig_103_pilon	2071288;2072822	2072079;2073031	+;+	1002	8087	22412	16846	6046	6068	11096
g403	contig_103_pilon;contig_103_pilon;contig_103_pilon	2076824;2077515;2078871	2076837;2077592;2079075	+;+;+	297	987	1849	1151	537	610	649
g404	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	2082517;2083027;2083492;2083684;2084308;2084834;2084935;2085213;2085497;2085686	2082758;2083219;2083548;2083814;2084426;2084853;2084993;2085311;2085603;2085996	-;-;-;-;-;-;-;-;-;-	1338	426	1305	1027	662	576	151
g405	contig_103_pilon	2095418	2095663	+	246	0	0	0	0	0	0
g406	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	2099835;2099970;2101002;2101533	2099914;2100036;2101049;2101601	+;+;+;+	264	11	0	1	0	0	0
g407	contig_103_pilon;contig_103_pilon	2101311;2101527	2101355;2101802	-;-	321	47	7	3	0	0	0
g408	contig_103_pilon;contig_103_pilon	2109754;2110236	2109928;2110402	+;+	342	4	35	25	37	6	25
g409	contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon;contig_103_pilon	2112124;2113955;2114199;2114370;2115818	2112731;2114038;2114238;2115692;2115877	-;-;-;-;-	2115	473	521	649	472	182	562
